,expression,rating,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,height,leaves,t-count,operators,2_powers,avg_operand,std_operand,r(>>),r(*),r(&),r(^),r(%),r(|),r(-),r(+),r(/),>>,*,&,^,%,|,-,+,/
327,((t&7)|(t|8))>>((t*6)&(t>>7)),70,117.1875,1304.391355,162.5423896,2900.353145,216.1512091,0.062533316,0.049480931,0.011653723,0.00533817,1236.957685,20.90469607,5.836183128,3,4,4,7,1,7,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0
328,(t&(t>>12))*((t>>4)|(t>>8)),70,58.59375,1487.511907,434.8896612,3023.828958,704.092667,0.278203708,0.191529889,0.031569086,0.031636875,1210.866996,23.43447416,7.624306237,3,3,4,6,2,8,4,0,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0
329,(t*((((t>>8)|(t>>9))&46)&(t>>8)))^((t&(t>>13))|(t>>6)),70,117.1875,1561.907238,405.6396855,2954.640858,395.6875343,0.175382504,0.116380935,0.054345168,0.015721567,1090.290417,20.16950611,3.482919166,6,6,7,12,2,15,15,0,0,0,1,0,0,0,0,0,5,1,3,1,0,2,0,0,0
330,(t*(((t>>10)|(t>>35))&42))&191,70,117.1875,1400.934878,554.479885,2718.017058,859.8043888,0.150792494,0.124540367,0.0052775,0.006124546,1076.337415,36.0812028,27.97670333,5,4,3,6,0,69,82,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0
331,((t>>3)|(t%14))|(((t%104)|(t>>10))&((t>>6)|((t*t)%12))),70,117.1875,601.3352837,80.39207889,1561.475546,233.6816173,0.00057157,0.000362402,0.00391875,0.002713968,977.8210161,16.13213386,5.890905792,5,6,7,12,0,24,38,0,0,0,0,0,1,0,0,0,3,1,1,0,3,4,0,0,0
332,((t>>13)|(t%24))&((t>>7)|(t%19)),75,117.1875,1236.29689,111.0830546,2735.94916,170.8605034,0.058836329,0.024178712,0.016378906,0.011974171,1163.466959,23.26471223,4.595593287,3,4,4,7,0,15,7,0,0,1,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0
333,((t|((t>>7)|(t>>6)))*t)&((t>>11)|(t>>9)),75,117.1875,1405.851554,321.8949028,2977.303771,551.6146047,0.117547725,0.166089501,0.091243505,0.096893996,1236.340055,18.95159236,5.615827052,5,4,6,9,0,8,2,0,0,1,0,0,0,0,0,0,4,1,1,0,0,3,0,0,0
334,(t>>9)&(t&(t*((t>>10)&9))),80,117.1875,645.9825836,262.6065094,1624.242071,729.2900034,0.00826226,0.013194099,0.002639777,0.004244143,959.8527633,22.25835726,9.067970292,5,3,4,6,0,9,0,0,0,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0
335,(t*((t>>9)|(t>>13)))&16,80,117.1875,1830.565244,545.1256268,3001.224347,475.7089433,0.41789379,0.269723038,0.009177805,0.008859555,1040.421935,36.02658471,27.19297045,4,3,3,5,1,12,3,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0
336,t*(((t>>10)&(t>>9))&(122&(t>>2))),80,117.1875,913.016962,511.6833861,2079.066165,1040.726973,0.100352729,0.115505141,0.013482915,0.038887784,932.2278476,37.77031973,30.7732333,4,4,4,7,1,35,57,0,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0
337,(t*((t>>10)|(t>>50)))&50,80,117.1875,2005.875347,431.982681,3221.698428,458.8110145,0.512026919,0.292027939,0.01664569,0.007870147,1071.580264,22.36208779,6.263749981,4,3,3,5,0,36,23,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0
338,((((t>>7)|t)|(t>>6))*10)+(4*((t&(t>>13))*(t>>6))),80,117.1875,1608.153289,395.3850547,3040.41178,507.2366485,0.315916928,0.205203941,0.112089083,0.079512253,1163.45139,20.20485261,4.570523701,5,6,6,11,1,7,3,0,0,0,0,0,0,0,1,0,4,3,1,0,0,2,0,1,0
339,((t>>11)|(t%22))&((t>>6)|(t%18)),90,117.1875,740.6184399,157.241483,1928.26326,235.9056173,8.12E-05,0.000181816,0.002445598,0.003771015,1017.361381,22.40365193,6.103205066,3,4,4,7,0,14,7,0,0,1,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0
340,((t>>4)|(t%10))|(((t%101)|(t>>14))&((t>>7)|((t*t)%17))),100,117.1875,740.5563425,151.3565895,1982.592617,417.1951345,0.000364389,0.000212473,0.004942871,0.004079654,1068.391833,17.73850081,5.566232944,5,6,7,12,1,25,37,0,0,0,0,0,1,0,0,0,3,1,1,0,3,4,0,0,0
341,((t>>4)|(t%11))|(((t%102)|(t>>9))&((t>>9)|((t*t)%16))),100,117.1875,490.1858982,188.2627879,1182.227812,601.0886118,0.00019677,0.000239501,0.001925429,0.004213167,923.9050286,18.28259602,9.343300859,5,6,7,12,2,25,37,0,0,0,0,0,1,0,0,0,3,1,1,0,3,4,0,0,0
342,(t%8)|(((t*9)*13)+((t*9)>>12)),0,133.9285714,2173.120396,11.0777281,3656.258329,0.180181467,0.911438899,0.027075986,0.012867239,0.002892454,1199.857636,22.6411931,4.770202626,4,5,3,7,1,10,2,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,0,1,0
343,(t>>8)*((t&10)*9),0,133.9285714,1335.251938,148.1283921,2441.289646,58.49944161,0.248624692,0.067191748,0.006164952,0.001968769,974.6167373,24.78224129,7.936110901,3,3,2,4,1,9,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
344,(t^(t*((t>>4)&6)))>>((t*7)&8),5,187.5,1924.272263,79.33450623,3543.368537,21.7236996,0.43624442,0.012816799,0.00635657,0.006148428,1444.940595,30.57106348,7.632586508,5,4,4,7,2,6,1,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0
345,(t>>(t&7))|(((t%8)*(t>>9))*7),5,133.9285714,1697.112698,124.909838,3107.542644,151.7132726,0.406588361,0.111229984,0.017644366,0.008646831,1265.658717,20.59571084,7.213530187,4,4,4,7,1,7,0,0,0,0,0,0,1,0,0,0,2,2,1,0,1,1,0,0,0
346,(t*(t*8))%((t*(t&(t*9)))^11),5,133.9285714,1950.94994,72.82279429,3430.695296,56.96896109,0.500922425,0.019773758,0.314930409,0.204936281,1190.996125,18.55322989,8.629922544,5,3,5,7,1,9,1,0,0,0,0,1,0,0,0,0,0,4,1,1,1,0,0,0,0
347,t&(((t*9)&(t&((t*(t|9))&(t*10))))>>7),5,133.9285714,992.7231864,364.3378241,2438.599414,748.6355286,0.024654559,0.039067999,0.009102218,0.015620458,1193.152173,17.26844185,7.715213927,7,4,6,9,0,8,1,0,0,1,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0
348,(t/8)+(((t&11)*((t>>7)^6))*11),10,133.9285714,1998.744022,147.5874431,3547.491338,81.68413766,0.499386785,0.072330431,0.070609994,0.012298591,1219.258404,20.39574128,4.808278635,5,5,3,7,1,8,2,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,1,1
349,t&((t*((t>>(t&5))>>8))>>11),10,93.75,1558.889319,243.3502958,3417.152519,476.5856265,0.244760086,0.09777929,0.017008077,0.008003449,1434.864436,21.76063067,5.548354026,6,3,4,6,1,8,3,0,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0
350,(t%10)&((t+((t+(t&13))*(t&9)))>>11),15,133.9285714,1773.035348,168.6002437,3313.2496,176.8406142,0.23875912,0.067600197,0.014068333,0.005540911,1270.651915,25.22280912,5.018795316,6,4,5,8,0,10,1,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,2,0
351,t>>((t&((t&9)*9))*7),15,133.9285714,1735.828292,114.004729,3749.966684,59.21209077,0.331423241,0.083610561,0.000607824,0.003058472,1524.817517,62.2084945,11.05217944,5,3,3,5,0,8,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0
352,((t>>9)%7)^((t&8)&(t*(t|11))),20,133.9285714,1325.295065,182.5119163,2999.900053,14.80131387,0.24940032,0.007404005,0.000507101,0.000781828,1302.80777,47.48621984,27.17261317,4,4,4,7,1,8,1,0,0,0,1,0,0,0,0,0,1,1,2,1,1,1,0,0,0
353,t+(((t>>6)|(t^6))*9),20,133.9285714,1514.458264,73.22088738,3166.602812,92.31911766,0.137433994,0.015531257,0.196638778,0.036502812,1235.710034,16.99021676,3.214719314,4,3,3,5,0,7,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0
354,(t>>6)>>((((t&(t^9))&5)&((t+(t%5))*3))*((((t%6)^2)|4)^6)),20,156.25,1558.455884,299.7899366,3104.011194,323.8201583,0.120358725,0.079891597,0.002098948,0.00793905,1248.445433,41.01975972,8.355146548,6,9,6,14,2,5,2,1,0,0,0,0,0,0,0,0,2,2,3,3,2,1,0,1,0
355,(((t>>7)-8)-8)*((t&11)%11),25,133.9285714,1818.038464,285.0673673,3469.416311,372.4170587,0.458555437,0.197790253,0.004502458,0.003640948,1262.496907,28.60595765,15.88118039,4,5,2,6,2,9,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0
356,(t&(t>>11))-((t/7)+(t&7)),35,133.9285714,997.9975775,121.2570195,2486.948627,235.2518783,0.01806016,0.00654127,0.025601005,0.016145708,1144.303461,18.46049424,5.111972365,3,3,4,6,0,8,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,1
357,(t>>(((t+7)>>10)&8))^(((t^8)&(t&12))*9),50,133.9285714,726.2865853,209.7911905,1760.327825,575.506034,0.003808386,0.003371408,0.002066396,0.005496558,986.1172797,51.21419078,32.49863249,5,6,4,9,2,9,1,0,0,0,1,0,0,0,0,0,2,1,3,2,0,0,0,1,0
358,((t*9)>>11)*(t^(t&12)),60,133.9285714,1969.167935,346.878323,3536.597148,396.6702723,0.488364539,0.237393682,0.139105856,0.038878988,1207.082055,16.16434815,3.508983296,3,3,3,5,0,10,1,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0
359,((t*5)&(t>>7))|((t*3)&(t>>10)),65,133.9285714,1092.35293,171.9868932,2592.575626,307.6260608,0.022504664,0.014447728,0.003085394,0.005302359,1149.943389,30.73705528,7.342877002,3,4,4,7,0,6,2,0,0,0,0,0,1,0,0,0,2,2,2,0,0,1,0,0,0
360,(t*(((t>>9)|(t>>13))&15))&129,100,133.9285714,1358.06415,184.0775736,2875.891191,247.825591,0.084819346,0.026895432,0.015438588,0.012521572,1142.062659,38.3773346,26.76303702,5,4,3,6,0,41,58,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0
361,((t|7)-9)&(t>>(t&7)),5,156.25,1577.250719,108.3214384,3077.092217,97.68393387,0.253310734,0.057241633,0.038232256,0.008470562,1270.944853,19.62159081,5.535284817,3,3,3,5,0,7,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0
362,(t&(t&7))^((t>>5)*5),5,156.25,590.7511161,27.28384112,1521.538513,75.92157779,0.001154593,0.000241421,0.005625043,0.002620124,965.073426,11.80569746,4.641556504,3,3,3,5,0,5,1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0
363,(t%7)*((t>>4)>>(((t&6)&4)&(t>>6))),5,117.1875,1891.254032,186.8090745,3395.539046,69.12762989,0.499001574,0.126839445,0.050799001,0.010370465,1197.266785,19.39655229,5.463068942,5,5,4,8,2,5,1,0,1,0,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0
364,((t^3)&(t>>2))>>((t>>0)&5),10,156.25,1393.116721,163.1118048,3140.358475,165.2984347,0.366987607,0.172156865,0.011652275,0.005450731,1367.24693,18.62927581,7.219201757,3,4,3,6,1,2,2,1,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0
365,((t*((t*11)>>6))&((t^9)>>10))%((t>>7)+9),15,156.25,1684.308753,432.3240694,3148.66238,624.0683293,0.230736316,0.247289663,0.242834061,0.227962777,1203.789485,15.59550344,7.690084011,5,6,4,9,0,8,1,0,0,0,0,1,0,0,0,0,3,2,1,1,1,0,0,1,0
366,(t*14)&(((((t*13)>>13)*19)|14)>>(t&14)),35,156.25,1170.863678,156.6624321,2650.244869,278.671645,0.07455607,0.035039801,0.001552261,0.002390875,1163.587687,28.18078368,6.515959881,6,6,3,8,0,14,2,0,0,1,0,0,0,0,0,0,2,3,2,0,0,1,0,0,0
367,((t&13)*(t>>10))*((t&(t>>((t*8)|10)))|9),50,117.1875,1943.318332,411.5581247,3521.746735,380.6122422,0.492193747,0.234384832,0.005062341,0.003056309,1353.710189,20.92054617,10.04036635,6,5,5,9,1,10,1,0,1,0,0,0,0,0,0,0,2,3,2,0,0,2,0,0,0
368,((((t&12)*10)|12)*(t^10))&((t*11)>>10),60,156.25,1431.864976,497.7478584,3071.453558,711.2015267,0.29439299,0.279228592,0.002147743,0.005477,1272.377193,29.90614989,8.81791005,5,6,3,8,0,10,0,0,0,1,0,0,0,0,0,0,1,3,2,1,0,1,0,0,0
369,(t*(((t>>15)|(t>>8))&85))&111,60,156.25,1879.671991,434.8771227,3184.426639,461.7071626,0.484969475,0.327244866,0.023323925,0.024454076,1156.287979,43.26266949,29.91409773,5,4,3,6,1,54,51,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0
370,((t>>10)*11)*(t&10),65,156.25,1305.507142,251.3093091,2362.814832,221.092843,0.248359208,0.123966705,0.002373074,0.001634094,959.8058274,21.44533745,10.4392863,3,3,2,4,0,10,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
371,(t&(t*11))&((t>>4)*(t&7)),0,187.5,1589.110371,157.7042049,3199.910048,185.9034527,0.139925373,0.036783688,0.031494923,0.004088814,1283.903067,20.93695491,4.615185629,3,3,4,6,1,7,3,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0
372,(((t%6)>>9)-8)-(t+((t%11)%9)),0,187.5,1224.968926,58.11562566,2820.38746,108.6989887,0.017711387,0.000645272,0.035161983,0.003897177,1197.53589,19.32440021,7.604057602,4,5,3,7,1,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,1,0
373,t+((t&((t-(t+12))&(t>>10)))&((t^11)%10)),5,187.5,919.0917536,87.44578685,2186.067431,101.3683347,0.008950435,0.00144998,0.013992312,0.011669349,1056.474964,38.44018571,31.61903582,6,4,6,9,0,10,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,1,2,0
374,((t|10)^(t>>(t&7)))^(t>>((t>>8)^8)),5,187.5,2058.366422,171.4073612,3322.727878,196.3848727,0.497207739,0.105976004,0.083325468,0.008247384,1163.26935,19.94338392,3.898709375,4,4,5,8,2,8,1,0,0,0,1,0,0,0,0,0,3,0,1,3,0,1,0,0,0
375,t+(t&((t*(t*8))&(((t>>9)*7)&10))),5,187.5,1379.61654,109.4537142,3512.24347,175.4850043,0.0308752,0.006149254,0.007167257,0.007713251,1442.119356,61.35644949,32.46958003,6,4,5,8,1,8,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,1,0
376,(t>>12)+(t^10),5,187.5,1146.528989,125.9046114,2633.453825,224.3607546,0.030099572,0.009085118,0.005220691,0.008303973,1144.196931,64.11721992,35.55500497,2,2,2,3,0,11,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
377,t>>((t&9)%6),5,187.5,1600.454004,147.8680503,3568.513459,39.18661994,0.498656966,0.014742974,0.036344443,0.003108797,1480.7865,17.31704923,5.454493078,3,2,2,3,0,7,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
378,t^((t&2)*(t>>5)),5,187.5,1333.106476,176.982915,2162.305104,25.06098192,0.247541936,0.149220623,0.019717759,0.006914769,968.6938589,23.1060807,5.602561197,3,2,3,4,1,3,2,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
379,(t*(((t>>5)|(t>>24))&62))&129,5,187.5,1546.933266,179.9419794,2909.906383,218.3391248,0.234138668,0.009858651,0.224236488,0.013692955,1070.030915,15.53746251,2.2996968,5,4,3,6,0,55,54,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0
380,t*((t%9)/11),10,187.5,1879.128289,226.5550397,3444.737807,146.8255288,0.498289454,0.08710685,0.059937403,0.007792897,1209.532043,18.22050755,5.773248092,3,2,2,3,0,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
381,t|(t^((t>>((t&5)*(t>>5)))>>5)),10,187.5,1338.205988,204.0767583,3168.201959,269.0782924,0.127349788,0.100847779,0.006227925,0.004535289,1366.753251,30.78746248,6.387382642,6,3,5,7,0,5,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,1,0,0,0
382,t>>((t&(t&5))*(((t|(t+4))>>(((t&8)*9)+9))&7)),15,58.59375,1417.417377,118.2836601,3251.565832,192.9115689,0.175215927,0.040244184,0.02199685,0.015573368,1304.4801,24.00744073,6.255350405,7,6,6,11,2,7,2,1,0,0,0,0,0,0,0,0,2,2,4,0,0,1,0,2,0
383,(t>>1)*(t>>4),15,187.5,1439.866603,152.7300884,2580.723614,86.19388279,0.249176481,0.082071543,0.225665599,0.027910473,949.3055556,15.44345236,4.91310122,2,2,2,3,2,2,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
384,t>>(t*(t&(t&((t|10)>>8)))),20,187.5,832.8190578,345.4373586,2137.16851,962.957702,0.018096598,0.029147225,0.002849041,0.003549296,1101.665567,17.37656733,7.683881567,6,2,5,6,1,9,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0
385,t|(t>>(((t&5)*1)*5)),20,187.5,1385.175107,216.4074098,3307.411047,279.4374264,0.130972856,0.103909363,0.006319878,0.00480523,1391.472641,30.78191118,6.444795938,5,3,3,5,1,3,2,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0
386,(t|(t-10))+((t|6)>>(t&(t&(t&8)))),20,187.5,1242.953359,111.9436888,2663.01306,199.0695212,0.085368012,0.00804293,0.017905204,0.017162452,1117.644121,36.97409392,21.25208052,5,3,6,8,1,8,2,0,0,0,0,0,0,0,1,0,1,0,3,0,0,2,1,1,0
387,t&(((t>>(t>>(t*(t|6))))&(t>>9))*6),30,117.1875,862.3787261,161.6863995,2158.748667,335.6296792,0.016581781,0.0120157,0.004767323,0.005046987,1082.828357,26.12074253,7.155644523,7,3,6,8,0,7,1,0,0,1,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0
388,((t-6)>>7)&(t+((t^3)>>6)),30,187.5,640.3646694,154.5842577,1642.332423,452.4139516,0.00377507,0.003780876,0.001667526,0.002733307,989.9972371,25.10450391,7.723838185,4,4,3,6,0,5,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0
389,t*(((t>>9)|(t>>13))&(25&(t>>6))),50,234.375,1109.460751,223.0966058,2500.67464,344.1456318,0.069092317,0.029657511,0.051648911,0.044566635,1103.477753,33.44353573,28.5488294,4,4,4,7,0,13,8,0,1,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0
390,t*((t^(t+((t>>15)|1)))^(((t-1280)^t)>>10)),50,187.5,1897.911071,41.89917084,3493.528451,152.9597748,0.464335688,0.018072332,0.237363875,0.094542347,1271.552816,17.63413869,2.909387014,6,4,6,9,1,326,635,0,1,0,0,0,0,0,0,0,2,1,0,3,0,1,1,1,0
391,(t^(t&7))/((t|8)^((t*(t&8))-(t|(t&11)))),65,187.5,1639.271047,161.9763702,3396.813366,208.8388157,0.282047491,0.082592586,0.009247767,0.005919337,1352.721301,24.81130541,6.768503017,5,4,7,10,2,8,1,0,0,0,0,0,0,0,0,1,0,1,3,2,0,2,1,0,1
392,t*(((t>>4)&12)|(((t>>11)&27)^(((t>>9)&14)&(t>>15)))),100,58.59375,1486.243762,265.5395485,2896.197028,244.18696,0.132863514,0.062376204,0.066712514,0.05124297,1087.896793,28.99510108,23.19290245,6,7,5,11,1,13,7,0,1,0,0,0,0,0,0,0,4,1,4,1,0,1,0,0,0
393,t&((t>>(t&5))+(t>>7)),5,187.5,1642.332294,119.7970228,3534.190099,193.4411373,0.248518498,0.056214036,0.024337931,0.007903101,1448.11802,21.06916468,4.860497435,4,2,4,5,0,6,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0
394,(t*(t&7))>>(((t&7)|8)%8),5,234.375,1723.165715,179.0552078,3036.197361,50.81541401,0.431803038,0.061060376,0.031464856,0.005573466,1200.884364,19.04249074,6.558549407,4,4,3,6,2,7,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0
395,(t|(t%255))|(t%257),20,234.375,697.0019703,158.9912621,1851.454224,474.0830053,0.003856277,0.003738075,0.001235588,0.002368702,1034.450876,29.71182641,7.802400299,3,2,3,4,0,256,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0
396,t&((t|(t&9))>>8),25,234.375,570.3869002,176.4589495,1412.188499,554.359616,0.003310734,0.003573666,0.000432693,0.001157845,935.0908154,30.19864566,9.515085653,4,2,3,4,1,8,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
397,((t&9)|(t>>(t*9)))&(t>>(t&(t>>8))),25,117.1875,1146.313071,233.7518469,2783.423841,469.7515811,0.040539837,0.039965175,0.010830377,0.011351354,1202.980381,22.80630385,6.563061083,4,3,6,8,1,8,0,0,0,1,0,0,0,0,0,0,3,1,3,0,0,1,0,0,0
398,(t^6)&(t>>7),30,234.375,597.5554392,158.8248634,1490.280184,489.852356,0.003498134,0.00352367,0.000780629,0.001504496,951.0682569,28.95039868,8.795569089,2,2,2,3,0,6,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
399,(t&(t|9))^(t|(t>>8)),30,234.375,569.3892288,178.1687036,1408.090685,561.6306613,0.003313858,0.003573972,0.000475872,0.001399251,934.0500146,30.19558648,9.572700678,3,2,4,5,1,8,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0
400,t&(t>>8),30,234.375,570.3869002,176.4589495,1412.188499,554.359616,0.003310734,0.003573666,0.000432693,0.001157845,935.0908154,30.19864566,9.515085653,2,1,2,2,1,8,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
401,((t>>6)&(t*6))^(((t*8)>>(t*6))*(t&(t%10))),35,234.375,1021.203702,220.1627537,2525.503065,364.6241017,0.022560884,0.021294985,0.002110561,0.003404063,1149.881191,27.02121129,9.023572917,4,5,6,10,1,7,1,0,0,0,1,0,0,0,0,0,2,4,2,1,1,0,0,0,0
402,(t/8)*(((t-9)>>10)&(((t%6)^8)>>(t%6))),35,234.375,1645.311326,213.147194,3095.507396,406.3218332,0.328833997,0.082947903,0.008593395,0.005375914,1297.371955,18.15563353,9.055733268,5,6,4,9,2,7,1,0,1,0,0,0,0,0,0,0,2,1,1,1,2,0,1,0,1
403,((t>>7)|1)&(t*3),40,234.375,862.7283285,233.2375431,2193.396855,567.4403347,0.010960821,0.011030261,0.001317462,0.002501218,1100.120608,29.04357756,9.390490549,3,3,2,4,1,3,3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
404,(t>>7)&(t>>((t^8)&9)),40,234.375,1422.23113,474.6119256,3343.916578,821.8440057,0.253616821,0.294287588,0.004599129,0.005884768,1462.222623,30.24173569,7.175156483,4,3,3,5,1,8,1,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0
405,(t>>6)&((t^(t^2))*(t^6)),40,234.375,711.536955,150.2906331,1800.356477,379.9511778,0.007360658,0.006955088,0.001131487,0.00181431,1012.291392,28.06941536,8.671428532,4,3,4,6,1,4,2,0,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0
406,t&(((t*9)*10)&((t>>8)-9)),40,234.375,1147.943018,405.83203,2546.058769,729.3850237,0.158508171,0.169925471,0.000806805,0.002435816,1232.141864,32.64256664,9.327718485,4,4,3,6,1,9,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0
407,t>>((t&(t>>12))|((t^15)%12)),45,234.375,1237.144237,184.6804741,2778.401519,338.4163016,0.157127657,0.096397064,0.01181026,0.008576042,1157.485768,25.31830869,7.632059265,4,3,4,6,0,13,1,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0
408,(t*9)&((t>>7)^(t&6)),45,234.375,1096.866344,313.3706773,2628.30657,556.3774194,0.033348881,0.033551647,0.001640893,0.003209509,1178.330022,29.90430206,8.450731655,3,3,3,5,0,7,1,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0
409,(t&(t>>7))&((t*4)*(t&7)),45,234.375,1240.977053,413.2497566,2867.154184,811.0754711,0.119169776,0.119884282,0.002263017,0.005839964,1259.953268,44.76751195,27.76610727,3,3,4,6,1,6,1,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0
410,t*(((t>>12)|(t>>8))&(63&(t>>4))),45,29.296875,1460.340138,183.4131977,2918.285248,207.3978619,0.175590727,0.058203,0.278065503,0.102757469,1134.249088,15.44488837,2.658694392,4,4,4,7,2,21,27,0,1,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0
411,(t*((3+(2^((t>>12)&-1)))*(3+(1&(t>>12)))))>>((t>>10)&3),50,234.375,1783.373556,281.9684829,3195.76226,266.4419216,0.334256105,0.189672589,0.025646428,0.012720942,1128.977763,21.68875703,5.753180219,7,9,4,12,3,5,4,1,0,0,0,0,0,0,0,0,4,2,2,1,0,0,1,2,0
412,(t&6)^((t>>7)&(t*6)),60,234.375,953.3753949,276.4773843,2355.776919,588.517167,0.022154851,0.022290906,0.001117493,0.002628465,1112.997908,29.56884271,9.187285213,3,3,3,5,0,6,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0
413,((t*5)&(t>>7))|(t*3)&((t*4)>>10),65,234.375,1063.977755,199.6336926,2541.194696,391.7839228,0.022504664,0.014495783,0.003002679,0.0049762,1145.611851,30.39184195,7.034286456,3,3,2,4,1,5,3,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
414,((t^6)&((t-9)>>9))*(t>>7),70,234.375,1638.313864,306.5823833,3277.393723,475.1726864,0.315326617,0.131542647,0.096801855,0.072080575,1266.415728,20.13291595,5.067640247,4,4,3,6,0,7,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0
415,t*(((t>>7)&10)|(((t>>13)&23)^(((t>>15)&10)&(t>>18)))),90,234.375,1460.181783,285.7829454,2907.482676,297.7861248,0.116655492,0.062381063,0.050721552,0.035710983,1106.439086,25.5416552,11.13261084,6,7,5,11,0,13,5,0,1,0,0,0,0,0,0,0,4,1,4,1,0,1,0,0,0
416,t&((t>>3)>>4),5,312.5,599.6119747,157.8117778,1495.627332,486.9908426,0.003498134,0.00352367,0.0008027,0.001531792,952.3029952,27.7578337,8.437446086,3,2,2,3,1,3,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
417,t&(t>>7),20,312.5,599.6119747,157.8117778,1495.627332,486.9908426,0.003498134,0.00352367,0.0008027,0.001531792,952.3029952,27.7578337,8.437446086,2,1,2,2,0,7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
418,(t>>(((t*5)+(t|7))&(t>>8)))&(t|(t&6)),25,117.1875,1281.724362,169.8233161,2947.019923,223.8784404,0.053255972,0.050318206,0.010037231,0.005583371,1261.962275,21.85865324,6.123502866,5,4,6,9,1,6,1,0,0,1,0,0,0,0,0,0,2,1,3,0,0,2,0,1,0
